CUS_CUST_ID,SIT_SITE_ID,restriccion,flag_trusted_seller,gmv_approved,gmv_claim,cashout,ratio_gmv_claim,ratio_co,flag_low_claims,flag_low_co,flag_ok_pu,SIT_GMV_90D,CUST_ID_GMV_90D,TAMAÑO
494294258,MLC,,1,3138668,217585,17178,0.07,0.08,1,1,1,521710726,3138668,0.00602
215299808,MLA,,1,7687577,571395,17987,0.07,0.03,1,1,1,1491140390,7789648,0.00522
197973038,MLC,,1,2491455,103505,8702,0.04,0.08,1,1,1,521710726,2522104,0.00483
270193032,MLC,,1,2458059,117023,9857,0.05,0.08,1,1,1,521710726,2488849,0.00477
582046359,MLC,,1,1950259,155317,8605,0.08,0.06,1,1,1,521710726,1968049,0.00377
318494504,MLA,,1,5518907,302994,18449,0.05,0.06,1,1,1,1491140390,5584968,0.00375
599454547,MLC,,1,1505910,86272,3611,0.06,0.04,1,1,1,521710726,1517494,0.00291
91896930,MCO,,1,306854,20744,856,0.07,0.04,1,1,1,111709499,311429,0.00279
538557915,MLC,,1,1332898,91801,2746,0.07,0.03,1,1,1,521710726,1349798,0.00259
251474130,MLC,,1,1269048,84179,5900,0.07,0.07,1,1,1,521710726,1280184,0.00245
258161576,MLC,,1,1242271,64698,429771,0.05,0.05,1,1,1,521710726,1255888,0.00241
413173645,MLC,,1,1229786,72460,5666,0.06,0.08,1,1,1,521710726,1241556,0.00238
462138795,MLC,,1,1093257,45513,1660,0.04,0.04,1,1,1,521710726,1103608,0.00212
91988078,MLA,,1,3063434,205812,7919,0.07,0.04,1,1,1,1491140390,3100931,0.00208
149996738,MCO,,1,222572,10547,397,0.05,0.04,1,1,1,111709499,225480,0.00202
2347789,MLA,,1,2953784,110848,3196,0.04,0.03,1,1,1,1491140390,2983367,0.002
157083473,MCO,,1,214863,10832,885,0.05,0.08,1,1,1,111709499,219885,0.00197
15177108,MLC,,1,1008179,54921,2155,0.05,0.04,1,1,1,521710726,1015643,0.00195
19009036,MLA,,1,2822883,185395,15038,0.07,0.08,1,1,1,1491140390,2848129,0.00191
364849855,MLC,,1,959279,67268,4533,0.07,0.07,1,1,1,521710726,967904,0.00186
325980561,MLC,,1,944982,47814,3660,0.05,0.08,1,1,1,521710726,953067,0.00183
176688303,MLC,,1,927126,72692,6159,0.08,0.08,1,1,1,521710726,938352,0.0018
622607175,MLC,,1,906780,56271,4044,0.06,0.07,1,1,1,521710726,916628,0.00176
1534239,MLA,,1,2444372,232169,4854,0.09,0.02,1,1,1,1491140390,2472581,0.00166
393200263,MCO,,1,180585,13453,0,0.07,0,1,1,1,111709499,182575,0.00163
302092471,MLC,,1,847838,68138,3613,0.08,0.05,1,1,1,521710726,851785,0.00163
370335257,MLC,,1,828179,86476,3519,0.1,0.04,1,1,1,521710726,845168,0.00162
324985842,MLC,,1,752437,51116,4090,0.07,0.08,1,1,1,521710726,759461,0.00146
265042841,MLC,,1,753992,49907,2118,0.07,0.04,1,1,1,521710726,759457,0.00146
28701622,MCO,,1,158688,8913,340,0.06,0.04,1,1,1,111709499,160436,0.00144
8783091,MLC,,1,727763,63517,1808,0.09,0.03,1,1,1,521710726,733359,0.00141
157058727,MCO,,1,154453,8232,257,0.05,0.03,1,1,1,111709499,156304,0.0014
216244489,MLC,,1,722619,100464,1712,0.14,0.02,1,1,1,521710726,729897,0.0014
247376114,MLC,,1,716612,42850,1913,0.06,0.04,1,1,1,521710726,724186,0.00139
88437052,MCO,,1,152513,4250,304,0.03,0.07,1,1,1,111709499,154880,0.00139
266750610,MLC,,1,714041,32151,2287,0.05,0.07,1,1,1,521710726,719561,0.00138
565512732,MLC,,1,700992,37945,1835,0.05,0.05,1,1,1,521710726,708077,0.00136
173175749,MLC,,1,700856,57717,5147,0.08,0.09,1,1,1,521710726,704406,0.00135
82511148,MCO,,1,147122,7810,516,0.05,0.07,1,1,1,111709499,149419,0.00134
114457637,MLA,,1,1979147,135894,9290,0.07,0.07,1,1,1,1491140390,1993977,0.00134
319410279,MLM,,1,1460932,102011,8725,0.07,0.09,1,1,1,1131185965,1470446,0.0013
420073072,MLC,,1,662096,57267,1380,0.09,0.02,1,1,1,521710726,669927,0.00128
158506597,MLC,,1,655685,33649,2207,0.05,0.07,1,1,1,521710726,663519,0.00127
65243806,MLC,,1,651722,42366,-11717,0.07,0.04,1,1,1,521710726,656166,0.00126
278538554,MCO,,1,137716,1485929,484,0.04,0.08,1,1,1,111709499,140253,0.00126
53985398,MLC,,1,646535,61534,2335,0.1,0.04,1,1,1,521710726,651579,0.00125
69407075,MCO,,1,136775,7742,440,0.06,0.06,1,1,1,111709499,138787,0.00124
251445442,MLC,,1,639701,37409,1202,0.06,0.03,1,1,1,521710726,644992,0.00124
269145705,MCO,,1,136250,2813,236,0.02,0.08,1,1,1,111709499,137661,0.00123
139673546,MLA,,1,1813430,110980,3120,0.06,0.03,1,1,1,1491140390,1834837,0.00123
237297790,MLC,,1,627818,25568,2398,0.04,0.09,1,1,1,521710726,631337,0.00121
606851103,MCO,,1,132172,6269,490,0.05,0.08,1,1,1,111709499,134306,0.0012
414211571,MCO,,1,131754,8157,206,0.06,0.03,1,1,1,111709499,134217,0.0012
599455763,MCO,,1,133353,14681,539,0.11,0.04,1,1,1,111709499,133931,0.0012
210136656,MCO,,1,131928,10472,904,0.08,0.09,1,1,1,111709499,133743,0.0012
65624855,MCO,,1,128071,10146,453,0.08,0.04,1,1,1,111709499,130682,0.00117
82274172,MLA,,1,1711924,70447,840060,0.04,0.06,1,1,1,1491140390,1732223,0.00116
179571326,MLA,,1,1696273,153835,993886,0.09,0.03,1,1,1,1491140390,1722267,0.00115
190061689,MLC,,1,596303,47121,-110332,0.08,0.03,1,1,1,521710726,601085,0.00115
5329553,MCO,,1,127448,8412,609,0.07,0.07,1,1,1,111709499,128655,0.00115
130400668,MLC,,1,591146,52113,3672,0.09,0.07,1,1,1,521710726,596361,0.00114
265484143,MLA,,1,1689385,67897,4270,0.04,0.06,1,1,1,1491140390,1703101,0.00114
56128409,MLC,,1,584729,23116,1166,0.04,0.05,1,1,1,521710726,592233,0.00114
178957816,MLA,,1,1672390,108007,1194,0.06,0.01,1,1,1,1491140390,1689757,0.00113
80069116,MLM,,1,1256308,86906,6637,0.07,0.08,1,1,1,1131185965,1268302,0.00112
104596984,MLA,,1,1599247,115162,5952,0.07,0.05,1,1,1,1491140390,1618356,0.00109
66012223,MCO,,1,118375,7036,125,0.06,0.02,1,1,1,111709499,121144,0.00108
348554138,MLA,,1,1596184,118101,8404,0.07,0.07,1,1,1,1491140390,1613160,0.00108
422678425,MCO,,1,117228,6390,392,0.05,0.06,1,1,1,111709499,119303,0.00107
487118591,MCO,,1,117294,7083,541,0.06,0.08,1,1,1,111709499,119087,0.00107
385045854,MLC,,1,552577,52006,4780,0.09,0.09,1,1,1,521710726,554702,0.00106
167571601,MLA,,1,1541581,154515,2352,0.1,0.02,1,1,1,1491140390,1554458,0.00104
28124073,MLC,,1,537826,44442,1846,0.08,0.04,1,1,1,521710726,541673,0.00104
207325059,MLC,,1,534403,33793,1652,0.06,0.05,1,1,1,521710726,539479,0.00103
178297555,MLC,,1,531698,39406,925,0.07,0.02,1,1,1,521710726,535816,0.00103
189106622,MLC,,1,521839,32514,2313,0.06,0.07,1,1,1,521710726,529117,0.00101
406781619,MCO,,1,110960,7197,0,0.06,0,1,1,1,111709499,111486,0.001
439104803,MLA,,1,1471981,54564,1528,0.04,0.03,1,1,1,1491140390,1479610,0.00099
23742253,MLA,,1,1446865,72666,3919,0.05,0.05,1,1,1,1491140390,1462155,0.00098
526095077,MLC,,1,505991,46244,2474,0.09,0.05,1,1,1,521710726,511138,0.00098
26207029,MCO,,1,107305,5675,275,0.05,0.05,1,1,1,111709499,108881,0.00097
279749449,MLC,,1,503024,31342,1419,0.06,0.05,1,1,1,521710726,507758,0.00097
66250189,MCO,,1,107844,5522,94,0.05,0.02,1,1,1,111709499,108562,0.00097
193264204,MCO,,1,107400,14365,505,0.13,0.04,1,1,1,111709499,108299,0.00097
267269622,MLM,,1,1074676,77036,3490,0.07,0.05,1,1,1,1131185965,1089167,0.00096
200948480,MLC,,1,492284,19322,305,0.04,0.02,1,1,1,521710726,500253,0.00096
155147039,MCO,,1,105029,3884,333,0.04,0.09,1,1,1,111709499,106868,0.00096
379988132,MCO,,1,104772,8206,595,0.08,0.07,1,1,1,111709499,106680,0.00095
577903688,MCO,,1,104886,4888,235,0.05,0.05,1,1,1,111709499,106537,0.00095
274649036,MLC,,1,486885,14037,1296,0.03,0.09,1,1,1,521710726,490749,0.00094
447852999,MLC,,1,482290,23294,1294,0.05,0.06,1,1,1,521710726,487527,0.00093
626158207,MCO,,1,103044,4922,330,0.05,0.07,1,1,1,111709499,104161,0.00093
515467467,MCO,,1,101916,6130,423,0.06,0.07,1,1,1,111709499,103110,0.00092
259660540,MCO,,1,100663,1012423,254,0.05,0.05,1,1,1,111709499,101791,0.00091
97104203,MLA,,1,1350084,79352,1323,0.06,0.02,1,1,1,1491140390,1356706,0.00091
260738202,MLC,,1,469681,29774,2172,0.06,0.07,1,1,1,521710726,472408,0.00091
181803583,MLC,,1,457952,21876,698,0.05,0.03,1,1,1,521710726,463666,0.00089
210292439,MLM,,1,994484,57739,5255,0.06,0.09,1,1,1,1131185965,1005301,0.00089
151712054,MLC,,1,454380,25684,1387,0.06,0.05,1,1,1,521710726,458524,0.00088
226994098,MLC,,1,452715,22106,898,0.05,0.04,1,1,1,521710726,458069,0.00088
529948030,MLC,,1,452016,13571,851,0.03,0.06,1,1,1,521710726,456472,0.00087
120289637,MLA,,1,1281514,89347,3383,0.07,0.04,1,1,1,1491140390,1293710,0.00087
73468984,MCO,,1,94719,393734,212,0.03,0.07,1,1,1,111709499,95486,0.00085
86898163,MLA,,1,1271100,62891,2562,0.05,0.04,1,1,1,1491140390,1273825,0.00085
68286146,MLA,,1,1253846,141627,7836,0.11,0.06,1,1,1,1491140390,1265633,0.00085
163760586,MLC,,1,432126,28135,1617,0.07,0.06,1,1,1,521710726,439836,0.00084
8340968,MLC,,1,434710,27555,1554,0.06,0.06,1,1,1,521710726,439545,0.00084
182591613,MLA,,1,1243655,69950,2386,0.06,0.03,1,1,1,1491140390,1252170,0.00084
271509738,MCO,,1,91834,4512,136,0.05,0.03,1,1,1,111709499,93148,0.00083
513699539,MLC,,1,427967,35336,659,0.08,0.02,1,1,1,521710726,434224,0.00083
587550132,MCO,,1,91845,3647,8,0.04,0,1,1,1,111709499,92549,0.00083
301787974,MLC,,1,422604,32223,1039,0.08,0.03,1,1,1,521710726,429056,0.00082
253876580,MLC,,1,425679,15151,1265,0.04,0.08,1,1,1,521710726,429036,0.00082
523815347,MLC,,1,424243,23639,926,0.06,0.04,1,1,1,521710726,428578,0.00082
240231852,MLC,,1,417162,26868,1758,0.06,0.07,1,1,1,521710726,427333,0.00082
265049907,MCO,,1,90205,2344,98,0.03,0.04,1,1,1,111709499,91102,0.00082
370165798,MCO,,1,89854,2853,130,0.03,0.05,1,1,1,111709499,90722,0.00081
277483723,MCO,,1,87912,6326,0,0.07,0,1,1,1,111709499,90268,0.00081
433842628,MLC,,1,418278,38705,1378,0.09,0.04,1,1,1,521710726,419501,0.0008
47319155,MLC,,1,411567,51286,2222,0.12,0.04,1,1,1,521710726,417502,0.0008
310122679,MCO,,1,86612,4465,321,0.05,0.07,1,1,1,111709499,88417,0.00079
406729682,MCO,,1,87647,1481394,222,0.07,0.04,1,1,1,111709499,88205,0.00079
420392268,MLC,,1,404915,19700,1258,0.05,0.06,1,1,1,521710726,411549,0.00079
242203393,MLC,,1,406495,13458,668,0.03,0.05,1,1,1,521710726,410513,0.00079
48335556,MCO,,1,86023,6477,503,0.08,0.08,1,1,1,111709499,87247,0.00078
231067011,MCO,,1,86003,712225,153,0.04,0.04,1,1,1,111709499,87041,0.00078
549259885,MCO,,1,84982,5151,221,0.06,0.04,1,1,1,111709499,86263,0.00077
193807831,MCO,,1,84959,3391,318,0.04,0.09,1,1,1,111709499,86216,0.00077
208467730,MCO,,1,85147,3362,133,0.04,0.04,1,1,1,111709499,86099,0.00077
206090233,MLC,,1,394242,26369,1350,0.07,0.05,1,1,1,521710726,398413,0.00076
261502999,MLC,,1,394934,15271,718,0.04,0.05,1,1,1,521710726,397944,0.00076
471793327,MCO,,1,83738,5890,134,0.07,0.02,1,1,1,111709499,85113,0.00076
549413071,MCO,,1,83270,3139,170,0.04,0.05,1,1,1,111709499,84580,0.00076
168445134,MLC,,1,390885,13823,1065,0.04,0.08,1,1,1,521710726,394696,0.00076
515350995,MLC,,1,387655,21320,1014,0.05,0.05,1,1,1,521710726,392229,0.00075
300414734,MLC,,1,386025,14299,1009,0.04,0.07,1,1,1,521710726,389191,0.00075
171905314,MLC,,1,383123,36926,751,0.1,0.02,1,1,1,521710726,388633,0.00074
188316739,MLA,,1,1094419,75013,5165,0.07,0.07,1,1,1,1491140390,1109671,0.00074
228710498,MCO,,1,82197,4072,342,0.05,0.08,1,1,1,111709499,82625,0.00074
264825189,MCO,,1,80884,2806,145,0.03,0.05,1,1,1,111709499,82584,0.00074
288896851,MLA,,1,1090869,70231,1785,0.06,0.03,1,1,1,1491140390,1102337,0.00074
1538403,MLC,,1,378468,11581,909,0.03,0.08,1,1,1,521710726,382935,0.00073
50708354,MLA,,1,1075196,21452,1582,0.02,0.07,1,1,1,1491140390,1090784,0.00073
488708277,MLC,,1,380243,16553,1468,0.04,0.09,1,1,1,521710726,381479,0.00073
539240594,MLC,,1,378077,23338,1570,0.06,0.07,1,1,1,521710726,380789,0.00073
95840591,MLC,,1,377105,17124,-321808,0.05,0.06,1,1,1,521710726,380512,0.00073
565671101,MLM,,1,812488,58659,4638,0.07,0.08,1,1,1,1131185965,820683,0.00073
22057420,MLC,,1,374741,17275,780,0.05,0.05,1,1,1,521710726,377404,0.00072
250187905,MCO,,1,79356,3944,220,0.05,0.06,1,1,1,111709499,80680,0.00072
92152388,MLA,,1,1063145,50525,3197,0.05,0.06,1,1,1,1491140390,1074166,0.00072
501615772,MLA,,1,1059826,58977,4298,0.06,0.07,1,1,1,1491140390,1070505,0.00072
186958682,MLC,,1,373869,9066,617,0.02,0.07,1,1,1,521710726,374050,0.00072
147586314,MLA,,1,1049484,118312,1156,0.11,0.01,1,1,1,1491140390,1064579,0.00071
299687669,MLA,,1,1051311,168181,399,0.16,0,1,1,1,1491140390,1063676,0.00071
123330797,MCO,,1,76788,6263,21,0.08,0,1,1,1,111709499,79480,0.00071
525271082,MLC,,1,367173,50287,677,0.14,0.01,1,1,1,521710726,370605,0.00071
41675446,MLM,,1,791866,85605,5265,0.11,0.06,1,1,1,1131185965,803250,0.00071
36655764,MCO,,1,78482,5658,346,0.07,0.06,1,1,1,111709499,79261,0.00071
222830606,MCO,,1,77404,-50735,75,0.02,0.04,1,1,1,111709499,79241,0.00071
512172369,MCO,,1,79170,6577,45,0.08,0.01,1,1,1,111709499,79207,0.00071
314805333,MLA,,1,1037699,46452,2748,0.04,0.06,1,1,1,1491140390,1047930,0.0007
32693797,MLC,,1,356169,33595,952,0.09,0.03,1,1,1,521710726,365014,0.0007
367234835,MLC,,1,359010,22830,306,0.06,0.01,1,1,1,521710726,364720,0.0007
656009261,MLC,,1,362042,36943,1918,0.1,0.05,1,1,1,521710726,363990,0.0007
323800888,MLA,,1,1027973,42921,2324,0.04,0.05,1,1,1,1491140390,1036324,0.00069
184778605,MLA,,1,1019732,61723,247,0.06,0,1,1,1,1491140390,1031962,0.00069
608929261,MCO,,1,75754,4494,276,0.06,0.06,1,1,1,111709499,76799,0.00069
60195267,MCO,,1,75828,712133,155,0.05,0.04,1,1,1,111709499,76580,0.00069
145150422,MCO,,1,75532,9636,265,0.13,0.03,1,1,1,111709499,76573,0.00069
392415713,MCO,,1,75251,3815,319,0.05,0.08,1,1,1,111709499,76126,0.00068
63561913,MLA,,1,994465,53306,164877,0.05,0.04,1,1,1,1491140390,1011773,0.00068
54152646,MLA,,1,999195,61103,1121,0.06,0.02,1,1,1,1491140390,1010767,0.00068
549941369,MCO,,1,72963,11332,0,0.16,0,1,1,1,111709499,75676,0.00068
603052909,MCO,,1,74288,2494,65,0.03,0.03,1,1,1,111709499,74862,0.00067
132114424,MCO,,1,73473,4530,204,0.06,0.05,1,1,1,111709499,74650,0.00067
156380710,MLC,,1,343027,26515,857,0.08,0.03,1,1,1,521710726,348248,0.00067
135951848,MCO,,1,74115,5253,52,0.07,0.01,1,1,1,111709499,74333,0.00067
304779348,MCO,,1,72887,-106833,129,0.02,0.08,1,1,1,111709499,74094,0.00066
529758288,MLC,,1,341121,21289,1981,0.06,0.09,1,1,1,521710726,344430,0.00066
9198894,MLA,,1,974411,65343,5166,0.07,0.08,1,1,1,1491140390,983913,0.00066
496468483,MLC,,1,340399,13681,1272,0.04,0.09,1,1,1,521710726,343623,0.00066
47574213,MLM,,1,734095,34373,2037,0.05,0.06,1,1,1,1131185965,744850,0.00066
22537542,MCO,,1,73096,2347,52,0.03,0.02,1,1,1,111709499,73473,0.00066
305902091,MCO,,1,72180,9288,133,0.13,0.01,1,1,1,111709499,73391,0.00066
204516496,MLA,,1,973221,71007,4388,0.07,0.06,1,1,1,1491140390,979476,0.00066
63629386,MLA,,1,963262,118121,3995,0.12,0.03,1,1,1,1491140390,976613,0.00065
522573829,MLC,,1,339295,23435,1671,0.07,0.07,1,1,1,521710726,341249,0.00065
394109866,MLA,,1,956660,63899,1800,0.07,0.03,1,1,1,1491140390,967208,0.00065
165975732,MLA,,1,956804,55911,2388,0.06,0.04,1,1,1,1491140390,966649,0.00065
271329172,MLA,,1,944126,57331,-240327,0.06,0.02,1,1,1,1491140390,958962,0.00064
82947860,MCO,,1,70196,4590,207,0.07,0.05,1,1,1,111709499,71626,0.00064
56053238,MLC,,1,327705,23667,1327,0.07,0.06,1,1,1,521710726,333262,0.00064
258405306,MLC,,1,327121,28273,579,0.09,0.02,1,1,1,521710726,332729,0.00064
47316577,MLA,,1,937563,65768,2396,0.07,0.04,1,1,1,1491140390,948315,0.00064
549324108,MCO,,1,70770,4496,41,0.06,0.01,1,1,1,111709499,70770,0.00063
194689502,MLC,,1,324188,21203,366,0.07,0.02,1,1,1,521710726,328560,0.00063
197970048,MLC,,1,324958,12476,1007,0.04,0.08,1,1,1,521710726,328224,0.00063
181927923,MLA,,1,926052,44821,3869,0.05,0.09,1,1,1,1491140390,936091,0.00063
61643273,MCO,,1,68513,3955,140,0.06,0.04,1,1,1,111709499,69517,0.00062
538920319,MLC,,1,317117,15334,1325,0.05,0.09,1,1,1,521710726,322844,0.00062
77416277,MLC,,1,317870,8893,700,0.03,0.08,1,1,1,521710726,321373,0.00062
53183969,MCO,,1,68072,112587,85,0.03,0.04,1,1,1,111709499,68698,0.00061
47759284,MLC,,1,315725,19246,1155,0.06,0.06,1,1,1,521710726,320543,0.00061
452430788,MCO,,1,68281,4503,14,0.07,0,1,1,1,111709499,68568,0.00061
430514750,MLC,,1,318120,23569,1293,0.07,0.05,1,1,1,521710726,320020,0.00061
235166181,MLC,,1,316333,11183,758,0.04,0.07,1,1,1,521710726,320016,0.00061
97093062,MLC,,1,315581,16014,740,0.05,0.05,1,1,1,521710726,319933,0.00061
105284246,MLA,,1,899150,50245,4466,0.06,0.09,1,1,1,1491140390,914086,0.00061
457761714,MLA,,1,901567,57047,1198,0.06,0.02,1,1,1,1491140390,912310,0.00061
178878885,MLC,,1,315763,19201,1147,0.06,0.06,1,1,1,521710726,319137,0.00061
473010652,MCO,,1,67412,3094,121,0.05,0.04,1,1,1,111709499,68254,0.00061
141450739,MLA,,1,894341,58459,604,0.07,0.01,1,1,1,1491140390,909110,0.00061
257077964,MLA,,1,894335,47268,694297,0.05,0.08,1,1,1,1491140390,905625,0.00061
194082225,MLC,,1,310892,23985,589,0.08,0.02,1,1,1,521710726,314559,0.0006
164454165,MLC,,1,310511,15163,-264952,0.05,0.08,1,1,1,521710726,314477,0.0006
44280199,MLA,,1,884361,47638,1992,0.05,0.04,1,1,1,1491140390,898264,0.0006
39300794,MCO,,1,66107,597,25,0.01,0.04,1,1,1,111709499,67007,0.0006
127706065,MLA,,1,878627,22420,394,0.03,0.02,1,1,1,1491140390,894026,0.0006
689919,MLA,,1,880717,76229,1283158,0.09,0.07,1,1,1,1491140390,893756,0.0006
166923896,MCO,,1,65731,4604,153,0.07,0.03,1,1,1,111709499,66719,0.0006
109330785,MLC,,1,307483,35382,1325,0.12,0.04,1,1,1,521710726,310858,0.0006
209477547,MLM,,1,664676,47412,2842,0.07,0.06,1,1,1,1131185965,673996,0.0006
230379131,MLA,,1,874435,80720,4175,0.09,0.05,1,1,1,1491140390,888058,0.0006
184087310,MLC,,1,304888,21666,912,0.07,0.04,1,1,1,521710726,308958,0.00059
395705982,MCO,,1,65025,2997,259,0.05,0.09,1,1,1,111709499,65885,0.00059
12146705,MLA,,1,870463,35620,1335,0.04,0.04,1,1,1,1491140390,878710,0.00059
229784181,MCO,,1,65103,2345,125,0.04,0.05,1,1,1,111709499,65818,0.00059
188092826,MCO,,1,65210,4886,169,0.07,0.03,1,1,1,111709499,65619,0.00059
278239275,MLC,,1,303222,10792,696,0.04,0.06,1,1,1,521710726,305822,0.00059
228730160,MCO,,1,64321,2269,118,0.04,0.05,1,1,1,111709499,65262,0.00058
576777231,MLC,,1,301695,22324,1490,0.07,0.07,1,1,1,521710726,303983,0.00058
231046902,MLA,,1,849616,94986,5929,0.11,0.06,1,1,1,1491140390,863784,0.00058
549945381,MCO,,1,63282,3444,82,0.05,0.02,1,1,1,111709499,64425,0.00058
247241136,MLC,,1,297403,24712,1488,0.08,0.06,1,1,1,521710726,300804,0.00058
134282488,MLC,,1,295896,26422,1054,0.09,0.04,1,1,1,521710726,300599,0.00058
394380898,MCO,,1,63822,1066,63,0.02,0.06,1,1,1,111709499,64362,0.00058
16373108,MCO,,1,63434,4077,54,0.06,0.01,1,1,1,111709499,64336,0.00058
321921771,MLC,,1,296290,8636,664,0.03,0.08,1,1,1,521710726,300400,0.00058
11174896,MLC,,1,298035,19775,1284,0.07,0.06,1,1,1,521710726,300228,0.00058
9649614,MLA,,1,846098,45453,-98613,0.05,0.04,1,1,1,1491140390,857030,0.00057
256669196,MCO,,1,63244,3619,272,0.06,0.08,1,1,1,111709499,64140,0.00057
504305281,MLC,,1,295099,14359,720,0.05,0.05,1,1,1,521710726,298813,0.00057
460789305,MLM,,1,636938,34438,3102,0.05,0.09,1,1,1,1131185965,643989,0.00057
558227793,MLC,,1,293950,25601,582,0.09,0.02,1,1,1,521710726,296944,0.00057
545204394,MLC,,1,292593,15915,640,0.05,0.04,1,1,1,521710726,295696,0.00057
410486466,MLC,,1,290479,17215,641,0.06,0.04,1,1,1,521710726,293861,0.00056
232136079,MLA,,1,832458,49596,-78190,0.06,0.03,1,1,1,1491140390,839475,0.00056
107584006,MLA,,1,829737,36362,3402,0.04,0.09,1,1,1,1491140390,836593,0.00056
90394911,MLA,,1,828637,52772,2590,0.06,0.05,1,1,1,1491140390,835624,0.00056
29817000,MLC,,1,288284,2785492,445,0.03,0.05,1,1,1,521710726,291662,0.00056
503214760,MCO,,1,62166,5490,480,0.09,0.09,1,1,1,111709499,62166,0.00056
245645298,MLA,,1,818373,144457,10924,0.18,0.08,1,1,1,1491140390,827929,0.00056
251405972,MLC,,1,286522,14014,1064,0.05,0.08,1,1,1,521710726,289061,0.00055
72610329,MCO,,1,61151,2218,134,0.04,0.06,1,1,1,111709499,61876,0.00055
370153544,MLC,,1,286437,7889,433,0.03,0.05,1,1,1,521710726,288429,0.00055
315125513,MLA,,1,813345,50440,831,0.06,0.02,1,1,1,1491140390,817115,0.00055
261809885,MCO,,1,60425,2880,210,0.05,0.07,1,1,1,111709499,61158,0.00055
652806552,MLC,,1,282910,9012,629,0.03,0.07,1,1,1,521710726,285496,0.00055
153491318,MLA,,1,801987,32499,747,0.04,0.02,1,1,1,1491140390,813202,0.00055
77581040,MLA,,1,799271,45391,1755,0.06,0.04,1,1,1,1491140390,811805,0.00054
451706322,MLC,,1,280265,41847,2338,0.15,0.06,1,1,1,521710726,282788,0.00054
621790287,MCO,,1,56685,6644,0,0.12,0,1,1,1,111709499,60482,0.00054
169271108,MLC,,1,279074,18387,1020,0.07,0.06,1,1,1,521710726,282458,0.00054
5162681,MCO,,1,59712,2338,146,0.04,0.06,1,1,1,111709499,60327,0.00054
318386669,MLC,,1,278919,25502,1071,0.09,0.04,1,1,1,521710726,281735,0.00054
60966203,MLA,,1,793807,78479,1038,0.1,0.01,1,1,1,1491140390,800167,0.00054
97615377,MCO,,1,58290,3855,29,0.07,0.01,1,1,1,111709499,59895,0.00054
165551415,MLA,,1,782738,49576,1327,0.06,0.03,1,1,1,1491140390,796062,0.00053
44994779,MLA,,1,785195,38961,2224,0.05,0.06,1,1,1,1491140390,794477,0.00053
252434718,MCO,,1,58635,2183,33,0.04,0.01,1,1,1,111709499,59487,0.00053
23848430,MLM,,1,594291,27072,2247,0.05,0.08,1,1,1,1131185965,602186,0.00053
303689852,MLC,,1,274956,14993,605,0.05,0.04,1,1,1,521710726,277295,0.00053
31342573,MLC,,1,274472,14902,950,0.05,0.06,1,1,1,521710726,277217,0.00053
276529551,MCO,,1,58545,3069,185,0.05,0.06,1,1,1,111709499,58885,0.00053
271009760,MLM,,1,587796,26093,2348,0.04,0.09,1,1,1,1131185965,595990,0.00053
1135555,MCO,,1,57904,4539,226,0.08,0.05,1,1,1,111709499,58766,0.00053
96430523,MLM,,1,587014,84836,-159854,0.14,0.02,1,1,1,1131185965,593301,0.00052
66710336,MLA,,1,776646,74553,1220,0.1,0.02,1,1,1,1491140390,781696,0.00052
77060690,MLM,,1,581472,55099,2502,0.09,0.05,1,1,1,1131185965,589719,0.00052
251552320,MLM,,1,582528,26668,1248,0.05,0.05,1,1,1,1131185965,588879,0.00052
119626308,MLC,,1,264867,12745,1029,0.05,0.08,1,1,1,521710726,271137,0.00052
190970309,MLM,,1,583393,19745,1172,0.03,0.06,1,1,1,1131185965,587754,0.00052
281314729,MLC,,1,267811,23427,796,0.09,0.03,1,1,1,521710726,270163,0.00052
575238894,MCO,,1,57303,3029,253,0.05,0.08,1,1,1,111709499,57703,0.00052
223394703,MCO,,1,56831,3188,0,0.06,0,1,1,1,111709499,57673,0.00052
155107410,MLA,,1,760598,40815,808,0.05,0.02,1,1,1,1491140390,769317,0.00052
87887898,MCO,,1,56699,2664,0,0.05,0,1,1,1,111709499,57516,0.00051
204224585,MCO,,1,56651,2794,0,0.05,0,1,1,1,111709499,57024,0.00051
25679280,MLA,,1,755824,31585,1609,0.04,0.05,1,1,1,1491140390,760896,0.00051
187370169,MLC,,1,262449,21739,709,0.08,0.03,1,1,1,521710726,265093,0.00051
85719635,MLA,,1,751037,31655,1219,0.04,0.04,1,1,1,1491140390,757376,0.00051
84875219,MCO,,1,55682,1688,48,0.03,0.03,1,1,1,111709499,56706,0.00051
243229286,MLA,,1,748042,43090,2202,0.06,0.05,1,1,1,1491140390,752869,0.0005
245618447,MCO,,1,55787,1895,127,0.03,0.07,1,1,1,111709499,56377,0.0005
450325918,MLM,,1,566427,23497,851,0.04,0.04,1,1,1,1131185965,570525,0.0005
434502452,MLC,,1,259851,13661,704,0.05,0.05,1,1,1,521710726,261914,0.0005
114174698,MLA,,1,736530,29537,510,0.04,0.02,1,1,1,1491140390,745240,0.0005
466623431,MLM,,1,560915,22512,1133,0.04,0.05,1,1,1,1131185965,565191,0.0005
20563946,MLC,,1,253552,11772,469,0.05,0.04,1,1,1,521710726,260549,0.0005
96188483,MLC,,1,255864,23191,1586,0.09,0.07,1,1,1,521710726,259371,0.0005
58928309,MLA,,1,729798,63564,369871,0.09,0.05,1,1,1,1491140390,740167,0.0005
