CUS_CUST_ID,SIT_SITE_ID,restriccion,flag_trusted_seller,gmv_approved,gmv_claim,cashout,ratio_gmv_claim,ratio_co,flag_low_claims,flag_low_co,flag_ok_pu,SIT_GMV_90D,CUST_ID_GMV_90D,TAMAÑO
238469376,MCO,,1,11267,610,6,0.05,0.01,1,1,1,111709499,11489,0.0001
2070635,MLM,,1,114996,6639,542,0.06,0.08,1,1,1,1131185965,116274,0.0001
65034059,MCO,,1,11314,606,45,0.05,0.07,1,1,1,111709499,11478,0.0001
548254358,MCO,,1,11361,180,9,0.02,0.05,1,1,1,111709499,11475,0.0001
149060722,MLM,,1,114878,5491,209,0.05,0.04,1,1,1,1131185965,116199,0.0001
30787577,MLC,,1,52884,3746,188,0.07,0.05,1,1,1,521710726,53585,0.0001
550361971,MCO,,1,11414,519,0,0.05,0,1,1,1,111709499,11466,0.0001
252727997,MLM,,1,115074,17325,875,0.15,0.05,1,1,1,1131185965,116098,0.0001
442313261,MCO,,1,11173,625,19,0.06,0.03,1,1,1,111709499,11444,0.0001
121583167,MCO,,1,11364,1020,0,0.09,0,1,1,1,111709499,11437,0.0001
149399567,MLC,,1,52770,4480,254,0.08,0.06,1,1,1,521710726,53377,0.0001
286253306,MLM,,1,113777,8304,314,0.07,0.04,1,1,1,1131185965,115637,0.0001
261750316,MCO,,1,10922,235,3,0.02,0.01,1,1,1,111709499,11418,0.0001
223706266,MLC,,1,52921,1634,149,0.03,0.09,1,1,1,521710726,53314,0.0001
69231838,MCO,,1,11068,1884,5,0.17,0,1,1,1,111709499,11412,0.0001
357667138,MCO,,1,11312,804,32,0.07,0.04,1,1,1,111709499,11408,0.0001
160783162,MLC,,1,52908,2427,8,0.05,0,1,1,1,521710726,53234,0.0001
214575058,MCO,,1,11230,737,9,0.07,0.01,1,1,1,111709499,11391,0.0001
24133268,MCO,,1,11322,1723,0,0.15,0,1,1,1,111709499,11356,0.0001
153131108,MCO,,1,11314,1745,0,0.15,0,1,1,1,111709499,11355,0.0001
223096716,MLC,,1,52472,2421,43,0.05,0.02,1,1,1,521710726,53023,0.0001
239987,MLC,,1,52237,2989,159,0.06,0.05,1,1,1,521710726,52970,0.0001
575742750,MCO,,1,11181,879,0,0.08,0,1,1,1,111709499,11339,0.0001
167118180,MCO,,1,11206,122,0,0.01,0,1,1,1,111709499,11338,0.0001
165597601,MLM,,1,113157,3787,123,0.03,0.03,1,1,1,1131185965,114740,0.0001
139781943,MLC,,1,52520,1509,0,0.03,0,1,1,1,521710726,52876,0.0001
230972402,MLM,,1,113471,18570,524,0.16,0.03,1,1,1,1131185965,114634,0.0001
42736350,MLM,,1,112189,6532,286,0.06,0.04,1,1,1,1131185965,114500,0.0001
153470050,MCO,,1,10875,755,60,0.07,0.08,1,1,1,111709499,11307,0.0001
521657002,MLC,,1,52210,3675,323,0.07,0.09,1,1,1,521710726,52758,0.0001
514768299,MCO,,1,11097,495,0,0.04,0,1,1,1,111709499,11283,0.0001
611283237,MLC,,1,51957,2684,44403,0.05,0.01,1,1,1,521710726,52561,0.0001
431627980,MLM,,1,113400,12324,-328170,0.11,0.08,1,1,1,1131185965,113940,0.0001
464464997,MCO,,1,11086,722,56,0.07,0.08,1,1,1,111709499,11251,0.0001
593640127,MLC,,1,52085,5289,446,0.1,0.08,1,1,1,521710726,52468,0.0001
260761353,MCO,,1,11089,475,12,0.04,0.03,1,1,1,111709499,11230,0.0001
35114296,MLM,,1,112050,7489,621,0.07,0.08,1,1,1,1131185965,113677,0.0001
470392764,MLM,,1,113624,8765,364,0.08,0.04,1,1,1,1131185965,113649,0.0001
146884911,MLM,,1,112471,2352,106,0.02,0.05,1,1,1,1131185965,113401,0.0001
179097288,MCO,,1,11060,1152,40,0.1,0.03,1,1,1,111709499,11169,0.0001
87624291,MCO,,1,11082,914,0,0.08,0,1,1,1,111709499,11164,0.0001
3135765,MLM,,1,111462,6338,288,0.06,0.05,1,1,1,1131185965,113043,0.0001
438764653,MCO,,1,10869,1263,6,0.12,0,1,1,1,111709499,11157,0.0001
535076995,MLC,,1,51716,4456,230,0.09,0.05,1,1,1,521710726,52088,0.0001
129572959,MLC,,1,52035,3211,79,0.06,0.02,1,1,1,521710726,52081,0.0001
301583616,MLC,,1,52027,4239,245,0.08,0.06,1,1,1,521710726,52027,0.0001
168320996,MLC,,1,51647,5944,22,0.12,0,1,1,1,521710726,51962,0.0001
339087972,MLM,,1,111889,3968,140,0.04,0.04,1,1,1,1131185965,112654,0.0001
33146335,MCO,,1,10950,910,37,0.08,0.04,1,1,1,111709499,11114,0.0001
540027564,MCO,,1,11105,469,0,0.04,0,1,1,1,111709499,11105,0.0001
624446803,MLC,,1,51775,3009,0,0.06,0,1,1,1,521710726,51816,0.0001
512174939,MLC,,1,51762,2614,0,0.05,0,1,1,1,521710726,51762,0.0001
118344166,MLC,,1,51727,5884,485,0.11,0.08,1,1,1,521710726,51727,0.0001
586194870,MLC,,1,50844,6471,262,0.13,0.04,1,1,1,521710726,51436,0.0001
38049301,MCO,,1,10823,333,44324,0.03,0.02,1,1,1,111709499,11006,0.0001
210351297,MCO,,1,10810,448,26,0.04,0.06,1,1,1,111709499,10992,0.0001
314631684,MLM,,1,109882,197842,49,0.02,0.02,1,1,1,1131185965,111232,0.0001
542798789,MLC,,1,50787,2775,204,0.05,0.07,1,1,1,521710726,51224,0.0001
427222751,MLC,,1,50638,4589,249,0.09,0.05,1,1,1,521710726,51063,0.0001
94416117,MLM,,1,110041,8180,320,0.07,0.04,1,1,1,1131185965,110646,0.0001
44669696,MCO,,1,10513,986,35,0.09,0.04,1,1,1,111709499,10923,0.0001
204049040,MLC,,1,50446,4045,295,0.08,0.07,1,1,1,521710726,50970,0.0001
436364625,MLM,,1,109243,4699,401,0.04,0.09,1,1,1,1131185965,110394,0.0001
406183337,MLM,,1,109211,316514,202,0.03,0.07,1,1,1,1131185965,110341,0.0001
5503306,MCO,,1,10736,1202,5,0.11,0,1,1,1,111709499,10890,0.0001
183864547,MLM,,1,108925,7044,347,0.06,0.05,1,1,1,1131185965,110165,0.0001
61213174,MCO,,1,10680,331,17,0.03,0.05,1,1,1,111709499,10876,0.0001
96437878,MLM,,1,109295,4508,408,0.04,0.09,1,1,1,1131185965,109859,0.0001
396659050,MCO,,1,10681,856,0,0.08,0,1,1,1,111709499,10843,0.0001
194159453,MLM,,1,109345,11657,385,0.11,0.03,1,1,1,1131185965,109762,0.0001
56493851,MLM,,1,108193,7356,407,0.07,0.06,1,1,1,1131185965,109721,0.0001
354038066,MCO,,1,10708,664,32,0.06,0.05,1,1,1,111709499,10823,0.0001
239631225,MLM,,1,108714,4683,243,0.04,0.05,1,1,1,1131185965,109529,0.0001
76668715,MLM,,1,108060,4804,366,0.04,0.08,1,1,1,1131185965,109413,0.0001
201608134,MCO,,1,10664,345,44399,0.03,0.06,1,1,1,111709499,10796,0.0001
210646136,MCO,,1,10348,1016,63,0.1,0.06,1,1,1,111709499,10768,0.0001
2257768,MCO,,1,10701,268,0,0.03,0,1,1,1,111709499,10762,0.0001
262551326,MLM,,1,108129,7911,0,0.07,0,1,1,1,1131185965,108723,0.0001
291656955,MLM,,1,106863,8752,432,0.08,0.05,1,1,1,1131185965,108465,0.0001
129388160,MCO,,1,10676,227,14,0.02,0.06,1,1,1,111709499,10700,0.0001
182214685,MLM,,1,106924,1934935,149,0.07,0.02,1,1,1,1131185965,108225,0.0001
439607956,MLM,,1,106427,6676,542,0.06,0.08,1,1,1,1131185965,108201,0.0001
275022406,MLM,,1,105196,12321,989,0.12,0.08,1,1,1,1131185965,107956,0.0001
86876320,MCO,,1,10552,83,4,0.01,0.05,1,1,1,111709499,10635,0.0001
341516076,MLM,,1,106337,4424,118,0.04,0.03,1,1,1,1131185965,107544,0.0001
376230755,MLM,,1,106230,12913,397,0.12,0.03,1,1,1,1131185965,107369,0.00009
21949093,MLM,,1,106157,-21274,170,0.02,0.09,1,1,1,1131185965,107326,0.00009
103921797,MLM,,1,106386,4698,304,0.04,0.06,1,1,1,1131185965,107288,0.00009
523983188,MLM,,1,106044,3426,287,0.03,0.08,1,1,1,1131185965,107128,0.00009
32289515,MLM,,1,105182,4829,407,0.05,0.08,1,1,1,1131185965,107108,0.00009
169992907,MLM,,1,106147,6394,494,0.06,0.08,1,1,1,1131185965,107105,0.00009
171629865,MLM,,1,105855,1913173,355,0.07,0.05,1,1,1,1131185965,106979,0.00009
754893,MCO,,1,10450,121,3,0.01,0.02,1,1,1,111709499,10548,0.00009
251999100,MCO,,1,10405,633,44,0.06,0.07,1,1,1,111709499,10539,0.00009
538724187,MLM,,1,105484,5770,243,0.05,0.04,1,1,1,1131185965,106559,0.00009
405877042,MLM,,1,104750,10025,351,0.1,0.03,1,1,1,1131185965,106512,0.00009
99662169,MCO,,1,10347,535,17,0.05,0.03,1,1,1,111709499,10499,0.00009
78861066,MCO,,1,10233,805,27,0.08,0.03,1,1,1,111709499,10497,0.00009
72076238,MCO,,1,10320,532,30,0.05,0.06,1,1,1,111709499,10486,0.00009
466015669,MCO,,1,10196,348,44454,0.03,0.04,1,1,1,111709499,10469,0.00009
289893652,MCO,,1,10224,622,0,0.06,0,1,1,1,111709499,10465,0.00009
230432110,MCO,,1,10319,376,0,0.04,0,1,1,1,111709499,10463,0.00009
339125377,MLM,,1,105351,8762,689,0.08,0.08,1,1,1,1131185965,105914,0.00009
66839194,MCO,,1,10273,722,65,0.07,0.09,1,1,1,111709499,10459,0.00009
514350775,MCO,,1,10290,239,0,0.02,0,1,1,1,111709499,10459,0.00009
130943969,MCO,,1,10230,329,0,0.03,0,1,1,1,111709499,10445,0.00009
282787222,MCO,,1,10315,397,33,0.04,0.08,1,1,1,111709499,10445,0.00009
128466100,MLC,,1,48389,3770,100,0.08,0.03,1,1,1,521710726,48774,0.00009
120951099,MLM,,1,104431,3450,155,0.03,0.04,1,1,1,1131185965,105746,0.00009
177174609,MCO,,1,10438,746,10,0.07,0.01,1,1,1,111709499,10438,0.00009
101052209,MCO,,1,10362,466,0,0.05,0,1,1,1,111709499,10436,0.00009
195383344,MCO,,1,10301,230,19,0.02,0.08,1,1,1,111709499,10424,0.00009
69925949,MCO,,1,10412,62,0,0.01,0,1,1,1,111709499,10412,0.00009
101964722,MCO,,1,10340,497,8,0.05,0.02,1,1,1,111709499,10412,0.00009
187434974,MLM,,1,104509,4507,300,0.04,0.07,1,1,1,1131185965,105385,0.00009
204229666,MCO,,1,10320,363,0,0.04,0,1,1,1,111709499,10397,0.00009
174238690,MLM,,1,103467,6967,566,0.07,0.08,1,1,1,1131185965,105068,0.00009
58355399,MCO,,1,10218,787,61,0.08,0.08,1,1,1,111709499,10374,0.00009
242949570,MLM,,1,102680,1432634,150,0.06,0.03,1,1,1,1131185965,104804,0.00009
517409318,MCO,,1,10344,1461,0,0.14,0,1,1,1,111709499,10344,0.00009
455217997,MLM,,1,102931,3018,0,0.03,0,1,1,1,1131185965,104597,0.00009
233062458,MLM,,1,104205,8759,416,0.08,0.05,1,1,1,1131185965,104557,0.00009
304556218,MLM,,1,103028,12882,473,0.13,0.04,1,1,1,1131185965,104554,0.00009
6715884,MCO,,1,10245,1181,29,0.12,0.02,1,1,1,111709499,10316,0.00009
95255030,MLM,,1,103309,9949,379,0.1,0.04,1,1,1,1131185965,104297,0.00009
246448854,MLM,,1,103523,4262,207,0.04,0.05,1,1,1,1131185965,104263,0.00009
159590121,MLM,,1,102153,4921,246,0.05,0.05,1,1,1,1131185965,103930,0.00009
644970947,MLM,,1,103162,11869,18,0.12,0,1,1,1,1131185965,103891,0.00009
359553298,MLM,,1,103014,12443,1153,0.12,0.09,1,1,1,1131185965,103728,0.00009
75370789,MLM,,1,101863,4814,261,0.05,0.05,1,1,1,1131185965,103646,0.00009
243101650,MLM,,1,101273,4718,176,0.05,0.04,1,1,1,1131185965,103215,0.00009
82205756,MCO,,1,10043,386,0,0.04,0,1,1,1,111709499,10175,0.00009
81292662,MCO,,1,10043,573,44,0.06,0.08,1,1,1,111709499,10173,0.00009
567250311,MLM,,1,101848,15981,365,0.16,0.02,1,1,1,1131185965,102917,0.00009
630534110,MLM,,1,101311,4935,154,0.05,0.03,1,1,1,1131185965,102814,0.00009
331514051,MCO,,1,9988,794,50,0.08,0.06,1,1,1,111709499,10152,0.00009
366631721,MCO,,1,9697,1072,0,0.11,0,1,1,1,111709499,10150,0.00009
71866681,MCO,,1,10093,602,0,0.06,0,1,1,1,111709499,10147,0.00009
443953561,MLM,,1,101711,12972,190,0.13,0.01,1,1,1,1131185965,102574,0.00009
33332160,MCO,,1,9857,1143,0,0.12,0,1,1,1,111709499,10112,0.00009
174380139,MLM,,1,100745,5719,277,0.06,0.05,1,1,1,1131185965,102361,0.00009
261785604,MLM,,1,100907,7475,703,0.07,0.09,1,1,1,1131185965,102257,0.00009
26596779,MCO,,1,9876,778,3,0.08,0,1,1,1,111709499,10098,0.00009
21536057,MCO,,1,10032,493,44423,0.05,0.03,1,1,1,111709499,10096,0.00009
65148553,MCO,,1,9981,424,31,0.04,0.07,1,1,1,111709499,10093,0.00009
773305,MLM,,1,101068,2165372,81,0.08,0.01,1,1,1,1131185965,102072,0.00009
620001499,MCO,,1,9967,977,29,0.1,0.03,1,1,1,111709499,10067,0.00009
200438117,MLM,,1,100093,7671,140,0.08,0.02,1,1,1,1131185965,101728,0.00009
27723427,MLM,,1,100461,4943,52,0.05,0.01,1,1,1,1131185965,101652,0.00009
30576314,MLM,,1,100488,6705,0,0.07,0,1,1,1,1131185965,101566,0.00009
323914491,MLM,,1,99770,5547,0,0.06,0,1,1,1,1131185965,101234,0.00009
32362652,MCO,,1,9886,551,10,0.06,0.02,1,1,1,111709499,9989,0.00009
201147052,MCO,,1,9846,231,11,0.02,0.05,1,1,1,111709499,9974,0.00009
193233641,MLM,,1,99357,10703,334,0.11,0.03,1,1,1,1131185965,100935,0.00009
554392651,MCO,,1,9804,253,0,0.03,0,1,1,1,111709499,9957,0.00009
157197540,MCO,,1,9803,248,11,0.03,0.05,1,1,1,111709499,9954,0.00009
203319878,MLM,,1,100238,6650,0,0.07,0,1,1,1,1131185965,100719,0.00009
25834370,MLM,,1,99562,4656,242,0.05,0.05,1,1,1,1131185965,100679,0.00009
72688788,MCO,,1,2920267,241,0,0.02,0,1,1,1,111709499,9936,0.00009
200541198,MLM,,1,98448,4914,86,0.05,0.02,1,1,1,1131185965,100467,0.00009
372725984,MLM,,1,100020,3334,177,0.03,0.05,1,1,1,1131185965,100373,0.00009
86265171,MLM,,1,99663,6194,165,0.06,0.03,1,1,1,1131185965,100282,0.00009
54154670,MLM,,1,99142,3429,82,0.03,0.02,1,1,1,1131185965,100282,0.00009
318144999,MCO,,1,2841255,148,0,0.02,0,1,1,1,111709499,9892,0.00009
269907246,MCO,,1,2859151,625,0,0.06,0,1,1,1,111709499,9880,0.00009
262319636,MLM,,1,96781,11846,379,0.12,0.03,1,1,1,1131185965,99971,0.00009
335835679,MLM,,1,98898,4823,252,0.05,0.05,1,1,1,1131185965,99881,0.00009
44038851,MCO,,1,9499,315,0,0.03,0,1,1,1,111709499,9864,0.00009
87593480,MLM,,1,98442,1276250,310,0.05,0.06,1,1,1,1131185965,99638,0.00009
414170657,MCO,,1,9249,917,30,0.1,0.03,1,1,1,111709499,9829,0.00009
229535556,MCO,,1,9616,479,10,0.05,0.02,1,1,1,111709499,9821,0.00009
463279286,MCO,,1,9172,485,44406,0.05,0.06,1,1,1,111709499,9821,0.00009
206385240,MLM,,1,97613,7488,211,0.08,0.03,1,1,1,1131185965,99337,0.00009
1097416,MLM,,1,97996,6844,127,0.07,0.02,1,1,1,1131185965,99305,0.00009
244067605,MCO,,1,9778,740,0,0.08,0,1,1,1,111709499,9801,0.00009
277686011,MLM,,1,98320,9111,435,0.09,0.05,1,1,1,1131185965,99149,0.00009
4653898,MLM,,1,97323,4757,221,0.05,0.05,1,1,1,1131185965,99140,0.00009
344320338,MLM,,1,97757,5879,207,0.06,0.04,1,1,1,1131185965,99058,0.00009
533513848,MCO,,1,9741,816,7,0.08,0.01,1,1,1,111709499,9757,0.00009
39863231,MLM,,1,97657,4701,51,0.05,0.01,1,1,1,1131185965,98552,0.00009
387476849,MCO,,1,9547,821,0,0.09,0,1,1,1,111709499,9724,0.00009
154320838,MLM,,1,97314,9339,119,0.1,0.01,1,1,1,1131185965,98359,0.00009
156381522,MCO,,1,2811670,482,14,0.05,0.03,1,1,1,111709499,9699,0.00009
62574018,MCO,,1,9368,994,0,0.11,0,1,1,1,111709499,9695,0.00009
627324464,MLM,,1,96686,2300208,277,0.08,0.03,1,1,1,1131185965,98013,0.00009
437977097,MLM,,1,97034,16262,539,0.17,0.03,1,1,1,1131185965,97804,0.00009
307510304,MCO,,1,2748907,197,16,0.02,0.08,1,1,1,111709499,9646,0.00009
148278278,MLM,,1,95629,9014,285,0.09,0.03,1,1,1,1131185965,97487,0.00009
149021795,MLM,,1,96074,8863,181,0.09,0.02,1,1,1,1131185965,97239,0.00009
512282222,MCO,,1,2763943,631,24,0.07,0.04,1,1,1,111709499,9600,0.00009
77626058,MLM,,1,94494,8402,130,0.09,0.02,1,1,1,1131185965,97214,0.00009
15884730,MLM,,1,96212,5484,58,0.06,0.01,1,1,1,1131185965,97166,0.00009
260479511,MLM,,1,95089,9956,246,0.1,0.02,1,1,1,1131185965,97164,0.00009
175001840,MLM,,1,97153,6279,84,0.06,0.01,1,1,1,1131185965,97153,0.00009
159278452,MCO,,1,2744069,-280323,67,0.12,0.06,1,1,1,111709499,9572,0.00009
158804893,MCO,,1,9363,590,7,0.06,0.01,1,1,1,111709499,9567,0.00009
139782412,MLM,,1,95412,4700,29,0.05,0.01,1,1,1,1131185965,96839,0.00009
82982548,MLM,,1,96315,9957,606,0.1,0.06,1,1,1,1131185965,96829,0.00009
169283917,MLM,,1,96315,8377,0,0.09,0,1,1,1,1131185965,96816,0.00009
43654337,MCO,,1,9484,593,0,0.06,0,1,1,1,111709499,9504,0.00009
22278662,MCO,,1,9448,235,0,0.02,0,1,1,1,111709499,9487,0.00008
115842023,MCO,,1,9437,1762,0,0.19,0,1,1,1,111709499,9457,0.00008
582023890,MLM,,1,95097,7490,117,0.08,0.02,1,1,1,1131185965,95680,0.00008
188017621,MCO,,1,9014,226,0,0.03,0,1,1,1,111709499,9439,0.00008
9078481,MCO,,1,2712048,237,11,0.03,0.05,1,1,1,111709499,9429,0.00008
222469874,MCO,,1,9060,1296,0,0.14,0,1,1,1,111709499,9418,0.00008
571382933,MLM,,1,94447,2927,190,0.03,0.06,1,1,1,1131185965,95326,0.00008
94625413,MLM,,1,93142,9825,615,0.11,0.06,1,1,1,1131185965,95164,0.00008
222789411,MLM,,1,93477,10320,685,0.11,0.07,1,1,1,1131185965,95150,0.00008
318874136,MLM,,1,93881,11802,278,0.13,0.02,1,1,1,1131185965,95090,0.00008
186804312,MLM,,1,93735,724459,195,0.04,0.05,1,1,1,1131185965,95006,0.00008
91361955,MLM,,1,93983,11822,734,0.13,0.06,1,1,1,1131185965,94809,0.00008
15964366,MLM,,1,93785,2599676,227,0.1,0.03,1,1,1,1131185965,94679,0.00008
375762950,MCO,,1,2694456,471,16,0.05,0.03,1,1,1,111709499,9344,0.00008
42587959,MCO,,1,9337,92,0,0.01,0,1,1,1,111709499,9337,0.00008
156021744,MLM,,1,93718,5863,490,0.06,0.08,1,1,1,1131185965,94465,0.00008
399938145,MLM,,1,92009,2663,242,0.03,0.09,1,1,1,1131185965,94016,0.00008
32235309,MCO,,1,9129,1425,0,0.16,0,1,1,1,111709499,9239,0.00008
248127164,MLM,,1,92039,6528,65,0.07,0.01,1,1,1,1131185965,93541,0.00008
106306780,MLM,,1,92347,14322,955,0.16,0.07,1,1,1,1131185965,93469,0.00008
140444596,MLM,,1,91970,486505,236,0.04,0.07,1,1,1,1131185965,93336,0.00008
45759375,MCO,,1,9213,915,0,0.1,0,1,1,1,111709499,9213,0.00008
264729166,MCO,,1,8917,-211049,102,0.15,0.08,1,1,1,111709499,9201,0.00008
445974286,MCO,,1,2613037,697,0,0.08,0,1,1,1,111709499,9200,0.00008
54322712,MLM,,1,91453,6645,432,0.07,0.06,1,1,1,1131185965,92902,0.00008
119769272,MCO,,1,8822,-81781,85,0.19,0.05,1,1,1,111709499,9169,0.00008
92909103,MLM,,1,91852,3011,182,0.03,0.06,1,1,1,1131185965,92834,0.00008
423814730,MCO,,1,2630629,402,11,0.04,0.03,1,1,1,111709499,9165,0.00008
119789070,MLM,,1,91356,4737,76,0.05,0.02,1,1,1,1131185965,92764,0.00008
470008530,MLM,,1,91845,328659,0,0.03,0,1,1,1,1131185965,92273,0.00008
248343320,MLM,,1,90637,4967,257,0.05,0.05,1,1,1,1131185965,92024,0.00008
329174961,MCO,,1,2572525,131,0,0.01,0,1,1,1,111709499,9059,0.00008
21315683,MLM,,1,90607,2449,194,0.03,0.08,1,1,1,1131185965,91625,0.00008
209490937,MLM,,1,87227,3988,0,0.05,0,1,1,1,1131185965,91430,0.00008
42540096,MLM,,1,90559,4557,271,0.05,0.06,1,1,1,1131185965,91385,0.00008
217338699,MLM,,1,89627,4377,189,0.05,0.04,1,1,1,1131185965,91301,0.00008
187279640,MCO,,1,8945,213,0,0.02,0,1,1,1,111709499,9016,0.00008
519226917,MLM,,1,89942,2682,172,0.03,0.06,1,1,1,1131185965,91262,0.00008
79937527,MLM,,1,90273,1741,114,0.02,0.07,1,1,1,1131185965,91087,0.00008
37604289,MCO,,1,8920,555,0,0.06,0,1,1,1,111709499,8920,0.00008
83483796,MLM,,1,88972,11603,245,0.13,0.02,1,1,1,1131185965,90186,0.00008
356189540,MCO,,1,8728,317,24,0.04,0.08,1,1,1,111709499,8906,0.00008
451085248,MCO,,1,8889,129,0,0.01,0,1,1,1,111709499,8905,0.00008
522020392,MCO,,1,8751,223,9,0.03,0.04,1,1,1,111709499,8901,0.00008
18616475,MCO,,1,2512109,241,0,0.03,0,1,1,1,111709499,8897,0.00008
606220729,MLM,,1,89234,7590,686,0.09,0.09,1,1,1,1131185965,90032,0.00008
183539512,MLM,,1,87902,3864,92,0.04,0.02,1,1,1,1131185965,89893,0.00008
213745278,MLM,,1,88483,3824,94,0.04,0.02,1,1,1,1131185965,89541,0.00008
8074399,MCO,,1,8535,-248912,10,0.14,0.01,1,1,1,111709499,8841,0.00008
131694732,MLM,,1,88451,475242,0,0.04,0,1,1,1,1131185965,89436,0.00008
377261362,MLM,,1,88232,161620,185,0.03,0.08,1,1,1,1131185965,89312,0.00008
327665280,MCO,,1,8651,245,0,0.03,0,1,1,1,111709499,8814,0.00008
399091039,MCO,,1,8783,1456,3,0.17,0,1,1,1,111709499,8785,0.00008
259251851,MCO,,1,2480729,156,0,0.02,0,1,1,1,111709499,8783,0.00008
411092722,MCO,,1,8303,154,0,0.02,0,1,1,1,111709499,8782,0.00008
140342571,MCO,,1,8566,203,0,0.02,0,1,1,1,111709499,8773,0.00008
174184299,MLM,,1,87396,4706,237,0.05,0.05,1,1,1,1131185965,88804,0.00008
60825934,MLM,,1,87967,14230,267,0.16,0.02,1,1,1,1131185965,88740,0.00008
286060958,MLM,,1,87924,5253,224,0.06,0.04,1,1,1,1131185965,88733,0.00008
325993438,MLM,,1,87538,8034,267,0.09,0.03,1,1,1,1131185965,88625,0.00008
313471922,MLM,,1,87348,682427,79,0.04,0.02,1,1,1,1131185965,88359,0.00008
340547739,MCO,,1,8574,543,50,0.06,0.09,1,1,1,111709499,8715,0.00008
462676375,MCO,,1,2462557,536,0,0.06,0,1,1,1,111709499,8712,0.00008
421697298,MLM,,1,87116,11367,389,0.13,0.03,1,1,1,1131185965,87922,0.00008
169117249,MCO,,1,8382,585,25,0.07,0.04,1,1,1,111709499,8666,0.00008
605176448,MCO,,1,8665,304,0,0.04,0,1,1,1,111709499,8665,0.00008
58695848,MLM,,1,86034,8741,722,0.1,0.08,1,1,1,1131185965,87699,0.00008
382372782,MCO,,1,8470,363,0,0.04,0,1,1,1,111709499,8620,0.00008
194555675,MLM,,1,86667,6081,425,0.07,0.07,1,1,1,1131185965,87259,0.00008
217547731,MLM,,1,85585,4180,224,0.05,0.05,1,1,1,1131185965,86847,0.00008
452786468,MLM,,1,85298,3763,291,0.04,0.08,1,1,1,1131185965,86683,0.00008
74777172,MLM,,1,85643,2537,38,0.03,0.02,1,1,1,1131185965,86682,0.00008
149568126,MCO,,1,8406,391,44304,0.05,0.05,1,1,1,111709499,8553,0.00008
20608757,MLM,,1,85260,8857,305,0.1,0.03,1,1,1,1131185965,86097,0.00008
503218182,MCO,,1,8428,810,46,0.1,0.06,1,1,1,111709499,8499,0.00008
34541413,MLM,,1,85948,10938,729,0.13,0.07,1,1,1,1131185965,86022,0.00008
169190122,MLM,,1,84309,6114,324,0.07,0.05,1,1,1,1131185965,85924,0.00008
489088960,MCO,,1,8181,1272,0,0.16,0,1,1,1,111709499,8462,0.00008
183574776,MLM,,1,83770,4995,249,0.06,0.05,1,1,1,1131185965,85598,0.00008
267692555,MCO,,1,8312,446,0,0.05,0,1,1,1,111709499,8439,0.00008
362550896,MLM,,1,82458,3686,68,0.04,0.02,1,1,1,1131185965,85252,0.00008
301249216,MCO,,1,8308,330,0,0.04,0,1,1,1,111709499,8413,0.00008
580150248,MLM,,1,83663,6899,314,0.08,0.05,1,1,1,1131185965,85166,0.00008
23299053,MLM,,1,84044,9456,81,0.11,0.01,1,1,1,1131185965,85121,0.00008
272575835,MCO,,1,8297,756,69,0.09,0.09,1,1,1,111709499,8405,0.00008
418773300,MCO,,1,8090,77,0,0.01,0,1,1,1,111709499,8395,0.00008
340088063,MLM,,1,84565,4055,224,0.05,0.06,1,1,1,1131185965,84969,0.00008
228968452,MLM,,1,84028,6860,69,0.08,0.01,1,1,1,1131185965,84881,0.00008
181430662,MCO,,1,8318,328,0,0.04,0,1,1,1,111709499,8367,0.00007
130983204,MLM,,1,84022,3017,202,0.04,0.07,1,1,1,1131185965,84598,0.00007
32029122,MLM,,1,82823,6364,285,0.08,0.04,1,1,1,1131185965,84143,0.00007
266618498,MLM,,1,81348,15259,506,0.19,0.03,1,1,1,1131185965,84099,0.00007
378631256,MLM,,1,82452,11601,417,0.14,0.04,1,1,1,1131185965,83824,0.00007
199823984,MLM,,1,81952,10078,123,0.12,0.01,1,1,1,1131185965,83578,0.00007
81796071,MLM,,1,81742,930761,215,0.05,0.05,1,1,1,1131185965,83291,0.00007
68895838,MLM,,1,82718,6721,385,0.08,0.06,1,1,1,1131185965,83281,0.00007
134495842,MCO,,1,8219,358,0,0.04,0,1,1,1,111709499,8219,0.00007
263126325,MLM,,1,81867,9740,316,0.12,0.03,1,1,1,1131185965,82669,0.00007
45254568,MLM,,1,81286,9785,130,0.12,0.01,1,1,1,1131185965,82462,0.00007
392733705,MLM,,1,81521,7414,83,0.09,0.01,1,1,1,1131185965,82355,0.00007
282732529,MLM,,1,81699,2008349,547,0.09,0.07,1,1,1,1131185965,82312,0.00007
257492062,MCO,,1,7680,303,0,0.04,0,1,1,1,111709499,8118,0.00007
146991177,MCO,,1,8118,384,0,0.05,0,1,1,1,111709499,8118,0.00007
194105245,MCO,,1,7886,554,13,0.07,0.02,1,1,1,111709499,8096,0.00007
226694150,MLM,,1,81219,2407497,98,0.1,0.01,1,1,1,1131185965,81902,0.00007
172107009,MCO,,1,7964,187,0,0.02,0,1,1,1,111709499,8054,0.00007
81944335,MLM,,1,80683,1273,53,0.02,0.04,1,1,1,1131185965,81476,0.00007
42587001,MCO,,1,7829,174,8,0.02,0.04,1,1,1,111709499,8034,0.00007
60185960,MCO,,1,7917,77,0,0.01,0,1,1,1,111709499,8021,0.00007
75065948,MLM,,1,80224,5401,222,0.07,0.04,1,1,1,1131185965,81089,0.00007
